id,emailaddress
3015,meghan.clayton@sgdigital.com
3016,shirley.buchanan@sgdigital.com
3022,angelina.gonzales@sgdigital.com
3026,meredith.jordan@sgdigital.com
3038,billie.evans@sgdigital.com
3047,ginger.marsh@sgdigital.com
3058,kyle.ford@sgdigital.com
3070,maryann.fowler@sgdigital.com
3072,leticia.mcguire@sgdigital.com
3077,sonya.snyder@sgdigital.com
3078,lee.wilkerson@sgdigital.com
3082,dexter.ramos@sgdigital.com
3083,tyrone.taylor@sgdigital.com
3085,neal.ingram@sgdigital.com
3090,rosemarie.singleton@sgdigital.com
3094,curtis.brooks@sgdigital.com
3099,jimmy.matthews@sgdigital.com
3482,brooke.moran@sgdigital.com
3494,theodore.gonzalez@sgdigital.com
3014,christopher.aguilar@sgdigital.com
3017,gail.parks@sgdigital.com
3023,pam.ryan@sgdigital.com
3024,melissa.love@sgdigital.com
3027,rose.harrison@sgdigital.com
3035,bert.summers@sgdigital.com
3048,robert.lowe@sgdigital.com
3049,rita.mccormick@sgdigital.com
3052,kate.johnson@sgdigital.com
3053,opal.hawkins@sgdigital.com
3055,allan.mack@sgdigital.com
3059,lorena.stevens@sgdigital.com
3062,mae.schwartz@sgdigital.com
3063,nora.brooks@sgdigital.com
3066,lucia.thomas@sgdigital.com
3080,janis.cain@sgdigital.com
3084,arturo.marshall@sgdigital.com
3086,arthur.freeman@sgdigital.com
3093,kayla.bryan@sgdigital.com
3096,winston.cooper@sgdigital.com
3097,shaun.hudson@sgdigital.com
3098,joanna.greene@sgdigital.com
3101,audrey.smith@sgdigital.com
3478,rachel.freeman@sgdigital.com
3480,dana.paul@sgdigital.com
3489,wilfred.dunn@sgdigital.com
3495,roland.thomas@sgdigital.com
3496,caroline.bowers@sgdigital.com
3497,saul.diaz@sgdigital.com
3111,faith.stevenson@sgdigital.com
3126,benny.mills@sgdigital.com
3754,aniele.bjornstad@sgdigital.com
3143,susie.kelly@sgdigital.com
3342,adrian.nunez@sgdigital.com
3386,julius.porter@sgdigital.com
3387,louis.taylor@sgdigital.com
3594,brad.lowe@sgdigital.com
3139,ashley.francis@sgdigital.com
3144,danielle.reese@sgdigital.com
3183,dustin.horton@sgdigital.com
3819,arcie.mallery@sgdigital.com
3145,elaine.norris@sgdigital.com
3146,wade.becker@sgdigital.com
3147,jeff.griffin@sgdigital.com
3210,marcus.quinn@sgdigital.com
3323,ramiro.nichols@sgdigital.com
3326,andy.erickson@sgdigital.com
3152,chelsea.rodriguez@sgdigital.com
3153,phil.wise@sgdigital.com
3199,tony.sherman@sgdigital.com
3339,warren.bell@sgdigital.com
3151,may.lawrence@sgdigital.com
3181,edna.rodriquez@sgdigital.com
3182,reginald.gilbert@sgdigital.com
3208,kim.oliver@sgdigital.com
3389,greg.carter@sgdigital.com
3171,brittany.robertson@sgdigital.com
3176,doris.hunt@sgdigital.com
3203,kristopher.parks@sgdigital.com
3328,earl.marsh@sgdigital.com
3388,felix.marshall@sgdigital.com
3154,justin.howell@sgdigital.com
3155,jacquelyn.smith@sgdigital.com
3157,angelo.harrington@sgdigital.com
3161,felipe.flowers@sgdigital.com
3162,marta.parks@sgdigital.com
3156,robyn.brock@sgdigital.com
3158,gregg.sanchez@sgdigital.com
3159,lora.kennedy@sgdigital.com
3165,natalie.wade@sgdigital.com
3168,raymond.lucas@sgdigital.com
3169,phyllis.cox@sgdigital.com
3173,pat.hamilton@sgdigital.com
3177,joel.flores@sgdigital.com
3178,veronica.norman@sgdigital.com
3180,robin.alvarado@sgdigital.com
3185,agnes.logan@sgdigital.com
3191,lucas.weaver@sgdigital.com
3193,rudy.newman@sgdigital.com
3194,orlando.sanders@sgdigital.com
3197,jerry.rivera@sgdigital.com
3200,jacob.vaughn@sgdigital.com
3202,rodney.guzman@sgdigital.com
3206,elvira.bowen@sgdigital.com
3395,emanuel.stevens@sgdigital.com
3553,jesus.ingram@sgdigital.com
3713,morris.abbott@sgdigital.com
3170,otis.gibbs@sgdigital.com
3174,jean.woods@sgdigital.com
3175,nadine.ramos@sgdigital.com
3188,cynthia.farmer@sgdigital.com
3189,pete.hodges@sgdigital.com
3192,meghan.roberson@sgdigital.com
3201,grady.mccarthy@sgdigital.com
3204,may.vega@sgdigital.com
3205,pete.carlson@sgdigital.com
3396,lana.moreno@sgdigital.com
3459,shirley.smith@sgdigital.com
3554,flora.rhodes@sgdigital.com
3690,peggy.klein@sgdigital.com
3712,shannon.douglas@sgdigital.com
3720,wendell.obrien@sgdigital.com
3735,francisco.andrews@sgdigital.com
3766,lois.gibbs@sgdigital.com
3777,regina.jefferson@sgdigital.com
3186,billie.thompson@sgdigital.com
3187,johnny.freeman@sgdigital.com
3190,dianna.huff@sgdigital.com
3198,camille.stewart@sgdigital.com
3220,victor.gutierrez@sgdigital.com
3235,jake.owens@sgdigital.com
3343,marlene.lynch@sgdigital.com
3397,kelvin.phelps@sgdigital.com
3399,rosemarie.mendoza@sgdigital.com
3443,leslie.powers@sgdigital.com
3172,elizabeth.mccoy@sgdigital.com
3184,devin.houston@sgdigital.com
3216,courtney.spencer@sgdigital.com
3217,omar.clark@sgdigital.com
3245,rosa.dawson@sgdigital.com
3373,flora.alvarez@sgdigital.com
3400,shelly.norris@sgdigital.com
3412,ella.barnes@sgdigital.com
3207,arthur.turner@sgdigital.com
3209,darnell.murphy@sgdigital.com
3376,cristina.klein@sgdigital.com
3150,toby.summers@sgdigital.com
3741,alisha.conlon@sgdigital.com
2013,darlene.andrews@sgdigital.com
2255,donald.bradley@sgdigital.com
2077,olivia.marsh@sgdigital.com
2113,joanna.baker@sgdigital.com
2114,scott.fleming@sgdigital.com
3212,gary.simpson@sgdigital.com
3219,hubert.estrada@sgdigital.com
3222,ralph.abbott@sgdigital.com
3223,nathaniel.greene@sgdigital.com
3232,veronica.osborne@sgdigital.com
3236,laverne.riley@sgdigital.com
3237,terry.wilson@sgdigital.com
3240,brent.barnes@sgdigital.com
3242,micheal.bradley@sgdigital.com
3243,laurence.newman@sgdigital.com
3246,joanna.scott@sgdigital.com
3250,virgil.swanson@sgdigital.com
3215,salvador.mccoy@sgdigital.com
3218,laurence.morton@sgdigital.com
3221,chris.davidson@sgdigital.com
3234,wilfred.hale@sgdigital.com
3238,wilma.waters@sgdigital.com
3241,simon.vargas@sgdigital.com
3244,laurie.wheeler@sgdigital.com
3251,jan.doyle@sgdigital.com
3252,vernon.simon@sgdigital.com
3214,dwayne.jensen@sgdigital.com
3224,timmy.richards@sgdigital.com
3225,lyle.pierce@sgdigital.com
3213,lindsey.floyd@sgdigital.com
3402,roxanne.massey@sgdigital.com
3255,moses.johnson@sgdigital.com
3256,christian.cox@sgdigital.com
3259,marty.kelley@sgdigital.com
3260,erik.lawrence@sgdigital.com
3262,julio.roberts@sgdigital.com
3263,rodney.sims@sgdigital.com
3266,ronnie.french@sgdigital.com
3267,guadalupe.haynes@sgdigital.com
3269,heidi.roy@sgdigital.com
3272,anna.cortez@sgdigital.com
3273,cedric.padilla@sgdigital.com
3276,marsha.cooper@sgdigital.com
3277,vickie.hammond@sgdigital.com
3612,susie.brown@sgdigital.com
3621,jack.pope@sgdigital.com
3253,sherman.rowe@sgdigital.com
3254,ann.mack@sgdigital.com
3257,leonard.bishop@sgdigital.com
3258,frederick.park@sgdigital.com
3261,joseph.grant@sgdigital.com
3264,tony.dean@sgdigital.com
3265,ricardo.love@sgdigital.com
3268,albert.white@sgdigital.com
3270,julia.sanchez@sgdigital.com
3271,hugh.zimmerman@sgdigital.com
3274,doreen.romero@sgdigital.com
3275,troy.dennis@sgdigital.com
3622,neil.park@sgdigital.com
3732,obert.botello@sgdigital.com
3329,sheila.sandoval@sgdigital.com
3710,julio.butler@sgdigital.com
2803,veronica.ramsey@sgdigital.com
3561,christina.gross@sgdigital.com
3701,sheldon.mathis@sgdigital.com
3428,jermaine.bowman@sgdigital.com
3462,ed.nichols@sgdigital.com
3524,vera.sparks@sgdigital.com
3571,luther.manning@sgdigital.com
3467,daryl.gill@sgdigital.com
3740,dana.griffith@sgdigital.com
3745,icolas.newkirk@sgdigital.com
3455,blake.harrington@sgdigital.com
3503,gwen.taylor@sgdigital.com
3512,stuart.henry@sgdigital.com
3519,hope.santos@sgdigital.com
3550,darnell.boone@sgdigital.com
3558,audrey.robertson@sgdigital.com
3568,marlene.holloway@sgdigital.com
3532,nora.padilla@sgdigital.com
3549,adrienne.ramsey@sgdigital.com
3566,ignacio.dawson@sgdigital.com
3517,marilyn.long@sgdigital.com
3248,luis.adkins@sgdigital.com
3581,brandi.valdez@sgdigital.com
3638,travis.fuller@sgdigital.com
3697,lula.paul@sgdigital.com
3698,benny.erickson@sgdigital.com
3578,emily.joseph@sgdigital.com
3579,blanca.moody@sgdigital.com
3580,ollie.rodriguez@sgdigital.com
3582,casey.osborne@sgdigital.com
3583,woodrow.joseph@sgdigital.com
3691,dan.matthews@sgdigital.com
3692,ervin.clark@sgdigital.com
3693,lila.bennett@sgdigital.com
3696,sabrina.mclaughlin@sgdigital.com
3699,brett.haynes@sgdigital.com
3616,theodore.wheeler@sgdigital.com
3601,pedro.massey@sgdigital.com
3602,shawn.hawkins@sgdigital.com
3603,blanche.barker@sgdigital.com
3605,elbert.mcguire@sgdigital.com
3739,arvey.yaeger@sgdigital.com
3642,jacqueline.henry@sgdigital.com
3643,guy.parsons@sgdigital.com
3644,kirk.bowen@sgdigital.com
3645,sara.bowman@sgdigital.com
3646,courtney.ward@sgdigital.com
3648,jamie.adams@sgdigital.com
3650,sadie.harmon@sgdigital.com
3651,jody.adams@sgdigital.com
3654,denise.west@sgdigital.com
3724,meghan.rodgers@sgdigital.com
3647,janis.norton@sgdigital.com
3649,jacob.steele@sgdigital.com
3655,marianne.mcgee@sgdigital.com
3656,willie.richardson@sgdigital.com
3706,myrtle.taylor@sgdigital.com
3669,javier.brooks@sgdigital.com
3670,kellie.stanley@sgdigital.com
3673,brad.pearson@sgdigital.com
3678,gregg.horton@sgdigital.com
3499,shane.jimenez@sgdigital.com
3667,lynne.adkins@sgdigital.com
3668,jeanne.reyes@sgdigital.com
3671,ted.fisher@sgdigital.com
3674,joan.moreno@sgdigital.com
3675,jessie.ramirez@sgdigital.com
3676,brooke.lindsey@sgdigital.com
3677,may.duncan@sgdigital.com
3681,beatrice.warner@sgdigital.com
3683,lorene.aguilar@sgdigital.com
2571,nancy.lane@sgdigital.com
2810,mandy.patterson@sgdigital.com
2907,roberto.bass@sgdigital.com
2924,amy.wolfe@sgdigital.com
3422,nicole.benson@sgdigital.com
3800,icente.strawder@sgdigital.com
3623,israel.schwartz@sgdigital.com
3796,trevor.blake@sgdigital.com
3808,myrtle.rodgers@sgdigital.com
